awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,img_online_path,img_local_path,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1981,Literature,Elias Canetti,male,1905-07-25,,Ruse,Bulgaria,"for writings marked by a broad outlook, a wealth of ideas and artistic power",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1981,http://masterdataapi.nobelprize.org/2/laureate/658,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Elias_Canetti_2.jpg/220px-Elias_Canetti_2.jpg,faces/Q80064.jpg,76,,,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Medicine,Torsten N. Wiesel,male,1924-06-03,"Harvard Medical School, Boston, MA, USA",Uppsala,Sweden,for their discoveries concerning information processing in the visual system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,http://masterdataapi.nobelprize.org/2/laureate/424,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Torsten_Wiesel-7Nov2006.jpg/220px-Torsten_Wiesel-7Nov2006.jpg,faces/Q271421.jpg,57,USA,North America,Europe,38.51,-100.3,38.51,-100.3,60.8,15.21,48.55,5.72
1981,Physics,Kai M. Siegbahn,male,1918-04-20,"Uppsala University, Uppsala, Sweden",Lund,Sweden,for his contribution to the development of high-resolution electron spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,http://masterdataapi.nobelprize.org/2/laureate/120,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Kai_Manne_B%C3%B6rje_Siegbahn.jpg/220px-Kai_Manne_B%C3%B6rje_Siegbahn.jpg,faces/Q192712.jpg,63,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1982,Physics,Kenneth G. Wilson,male,1936-06-08,"Cornell University, Ithaca, NY, USA","Waltham, MA",USA,for his theory for critical phenomena in connection with phase transitions,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1982,http://masterdataapi.nobelprize.org/2/laureate/121,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,46,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1982,Medicine,Bengt I. Samuelsson,male,1934-05-21,"Karolinska Institutet, Stockholm, Sweden",Halmstad,Sweden,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,http://masterdataapi.nobelprize.org/2/laureate/426,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Bengt_Samuelsson.png/220px-Bengt_Samuelsson.png,faces/Q295768.jpg,48,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1982,Peace,Alfonso García Robles,male,1911-03-20,,Zamora,Mexico,for their work for disarmament and nuclear and weapon-free zones,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1982,http://masterdataapi.nobelprize.org/2/laureate/544,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Alfonso_Garcia_Robles_1981.jpg/220px-Alfonso_Garcia_Robles_1981.jpg,faces/Q203843.jpg,71,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Medicine,John R. Vane,male,1927-03-29,"The Wellcome Research Laboratories, Beckenham, United Kingdom",Tardebigg,United Kingdom,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,http://masterdataapi.nobelprize.org/2/laureate/427,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/John_Robert_Vane.jpg/220px-John_Robert_Vane.jpg,faces/Q309971.jpg,55,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1982,Literature,Gabriel García Márquez,male,1927-03-06,,Aracataca,Colombia,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1982,http://masterdataapi.nobelprize.org/2/laureate/659,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Gabriel_Garc%C3%ADa_M%C3%A1rquez_02.jpg/220px-Gabriel_Garc%C3%ADa_M%C3%A1rquez_02.jpg,faces/Q5878.jpg,55,,,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Economic Sciences,George J. Stigler,male,1911-01-17,"University of Chicago, Chicago, IL, USA","Renton, WA",USA,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1982,http://masterdataapi.nobelprize.org/2/laureate/696,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,71,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1982,Peace,Alva Myrdal,female,1902-01-31,,Uppsala,Sweden,for their work for disarmament and nuclear and weapon-free zones,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1982,http://masterdataapi.nobelprize.org/2/laureate/543,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Alva_Myrdal_1966.jpg/220px-Alva_Myrdal_1966.jpg,faces/Q152437.jpg,80,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1982,Chemistry,Aaron Klug,male,1926-08-11,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",Zelvas,Lithuania,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1982,http://masterdataapi.nobelprize.org/2/laureate/259,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Aaron_Klug_1979.jpg/220px-Aaron_Klug_1979.jpg,faces/Q190626.jpg,56,United Kingdom,Europe,Lithuania,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1982,Medicine,Sune K. Bergström,male,1916-01-10,"Karolinska Institutet, Stockholm, Sweden",Stockholm,Sweden,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,http://masterdataapi.nobelprize.org/2/laureate/425,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Sune_Bergstr%C3%B6m_3.jpg/220px-Sune_Bergstr%C3%B6m_3.jpg,faces/Q295696.jpg,66,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1983,Chemistry,Henry Taube,male,1915-11-30,"Stanford University, Stanford, CA, USA",Neudorf,Canada,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1983,http://masterdataapi.nobelprize.org/2/laureate/260,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Henry_Taube_-_HD.3F.005_%2811086397086%29.jpg/220px-Henry_Taube_-_HD.3F.005_%2811086397086%29.jpg,faces/Q235983.jpg,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
1983,Physics,William A. Fowler,male,1911-08-09,"California Institute of Technology (Caltech), Pasadena, CA, USA","Pittsburgh, PA",USA,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983,http://masterdataapi.nobelprize.org/2/laureate/123,https://upload.wikimedia.org/wikipedia/commons/4/49/William_A._Fowler_Los_Alamos_ID.png,faces/Q46120.jpg,72,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1983,Economic Sciences,Gerard Debreu,male,1921-07-04,"University of California, Berkeley, CA, USA",Calais,France,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1983,http://masterdataapi.nobelprize.org/2/laureate/697,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Debreu%2C_G%C3%A9rard_%281921-2004%29.jpeg/220px-Debreu%2C_G%C3%A9rard_%281921-2004%29.jpeg,faces/Q210960.jpg,62,USA,North America,Europe,38.51,-100.3,38.51,-100.3,46.97,2.7,48.55,5.72
1983,Literature,William Golding,male,1911-09-19,,St. Columb Minor,United Kingdom,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1983,http://masterdataapi.nobelprize.org/2/laureate/660,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/William_Golding_1983.jpg/220px-William_Golding_1983.jpg,faces/Q44183.jpg,72,,,Europe,0.0,0.0,0.0,0.0,52.94,-1.23,48.55,5.72
1983,Physics,Subramanyan Chandrasekhar,male,1910-10-19,"University of Chicago, Chicago, IL, USA",Lahore,Pakistan,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983,http://masterdataapi.nobelprize.org/2/laureate/122,https://upload.wikimedia.org/wikipedia/commons/6/67/Subrahmanyan_Chandrasekhar.gif,faces/Q148109.jpg,73,USA,North America,Pakistan,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1983,Peace,Lech Walesa,male,1943-09-29,,Popowo,Poland,for non-violent struggle for free trade unions and human rights in Poland,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1983,http://masterdataapi.nobelprize.org/2/laureate/545,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Lech_Walesa_-_2009.jpg/220px-Lech_Walesa_-_2009.jpg,faces/Q444.jpg,40,,,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Medicine,Barbara McClintock,female,1902-06-16,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA","Hartford, CT",USA,for her discovery of mobile genetic elements,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1983,http://masterdataapi.nobelprize.org/2/laureate/428,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg/220px-Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg,faces/Q199654.jpg,81,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1984,Medicine,Georges J.F. Köhler,male,1946-04-17,"Basel Institute for Immunology, Basel, Switzerland",Munich,Germany,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,http://masterdataapi.nobelprize.org/2/laureate/430,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/40._Tagung_1990_Mediziner_Portraits%3B_Prof._K%C3%B6hler_%28Freiburg%29_-_W134Nr.126381c1_-_Willy_Pragher_%28cropped%29.jpg/220px-40._Tagung_1990_Mediziner_Portraits%3B_Prof._K%C3%B6hler_%28Freiburg%29_-_W134Nr.126381c1_-_Willy_Pragher_%28cropped%29.jpg,faces/Q77160.jpg,38,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,51.42,10.6,48.55,5.72
1984,Economic Sciences,Richard Stone,male,1913-08-30,"University of Cambridge, Cambridge, United Kingdom",London,United Kingdom,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1984,http://masterdataapi.nobelprize.org/2/laureate/698,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,71,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1984,Physics,Carlo Rubbia,male,1934-03-31,"CERN, Geneva, Switzerland",Gorizia,Italy,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1984,http://masterdataapi.nobelprize.org/2/laureate/124,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Carlo_Rubbia_2012.jpg/220px-Carlo_Rubbia_2012.jpg,faces/Q187199.jpg,50,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,42.41,12.74,48.55,5.72
1984,Peace,Desmond Tutu,male,1931-10-07,,Klerksdorp,South Africa,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in  South Africa,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1984,http://masterdataapi.nobelprize.org/2/laureate/546,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Archbishop-Tutu-medium.jpg/220px-Archbishop-Tutu-medium.jpg,faces/Q43033.jpg,53,,,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Medicine,César Milstein,male,1927-10-08,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",Bahia Blanca,Argentina,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,http://masterdataapi.nobelprize.org/2/laureate/431,https://upload.wikimedia.org/wikipedia/commons/a/ae/Milstein_lnp_restauraci%C3%B3n.jpg,faces/Q155525.jpg,57,United Kingdom,Europe,Argentina,52.94,-1.23,48.55,5.72,-37.57,-66.3,-37.57,-66.3
1984,Physics,Simon van der Meer,male,1925-11-24,"CERN, Geneva, Switzerland",the Hague,the Netherlands,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1984,http://masterdataapi.nobelprize.org/2/laureate/125,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Simon_Van_der_Meer.png/220px-Simon_Van_der_Meer.png,faces/Q104779.jpg,59,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,52.52,5.74,48.55,5.72
1984,Literature,Jaroslav Seifert,male,1901-09-23,,Prague,Czech Republic,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1984,http://masterdataapi.nobelprize.org/2/laureate/661,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Jaroslav_Seifert_1981_foto_Hana_Hamplov%C3%A1.jpg/220px-Jaroslav_Seifert_1981_foto_Hana_Hamplov%C3%A1.jpg,faces/Q102483.jpg,83,,,Europe,0.0,0.0,0.0,0.0,49.9,15.61,48.55,5.72
1984,Chemistry,Bruce Merrifield,male,1921-07-15,"Rockefeller University, New York, NY, USA","Fort Worth, TX",USA,for his development of methodology for chemical synthesis on a solid matrix,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1984,http://masterdataapi.nobelprize.org/2/laureate/261,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/R._B._Merrifield.jpg/220px-R._B._Merrifield.jpg,faces/Q224153.jpg,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1984,Medicine,Niels K. Jerne,male,1911-12-23,"Basel Institute for Immunology, Basel, Switzerland",London,United Kingdom,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,http://masterdataapi.nobelprize.org/2/laureate/429,https://upload.wikimedia.org/wikipedia/commons/6/68/Niels_Kaj_Jerne_1950_crop.jpg,faces/Q309876.jpg,73,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,52.94,-1.23,48.55,5.72
1985,Chemistry,Jerome Karle,male,1918-06-18,"US Naval Research Laboratory, Washington, DC, USA","New York, NY",USA,for their outstanding achievements in the development of direct methods for the determination of crystal structures,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1985,http://masterdataapi.nobelprize.org/2/laureate/263,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Jerome_Karle%2C_2009.jpg/220px-Jerome_Karle%2C_2009.jpg,faces/Q106733.jpg,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1985,Literature,Claude Simon,male,1913-10-10,,Antananarivo,Madagascar,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1985,http://masterdataapi.nobelprize.org/2/laureate/662,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Claude_Simon_ca_1932.jpg/220px-Claude_Simon_ca_1932.jpg,faces/Q131549.jpg,72,,,Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Physics,Klaus von Klitzing,male,1943-06-28,"Max-Planck-Institut für Festkörperforschung, Stuttgart, Germany",Schroda,Poland,for the discovery of the quantized Hall effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1985,http://masterdataapi.nobelprize.org/2/laureate/126,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Klaus_von_Klitzing_2015.jpg/220px-Klaus_von_Klitzing_2015.jpg,faces/Q71024.jpg,42,Germany,Europe,Poland,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1985,Medicine,Michael S. Brown,male,1941-04-13,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA","New York, NY",USA,for their discoveries concerning the regulation of cholesterol metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985,http://masterdataapi.nobelprize.org/2/laureate/432,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Mike_Brown_2003.jpg/220px-Mike_Brown_2003.jpg,faces/Q295684.jpg,44,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1985,Chemistry,Herbert A. Hauptman,male,1917-02-14,"The Medical Foundation of Buffalo, Buffalo, NY, USA","New York, NY",USA,for their outstanding achievements in the development of direct methods for the determination of crystal structures,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1985,http://masterdataapi.nobelprize.org/2/laureate/262,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Herbert_Hauptman_-_UB_2009.jpg/220px-Herbert_Hauptman_-_UB_2009.jpg,faces/Q107422.jpg,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1985,Economic Sciences,Franco Modigliani,male,1918-06-18,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",Rome,Italy,for his pioneering analyses of saving and of financial markets,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1985,http://masterdataapi.nobelprize.org/2/laureate/699,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Franco_Modigliani.jpg/220px-Franco_Modigliani.jpg,faces/Q205850.jpg,67,USA,North America,Europe,38.51,-100.3,38.51,-100.3,42.41,12.74,48.55,5.72
1985,Medicine,Joseph L. Goldstein,male,1940-04-18,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA","Sumter, SC",USA,for their discoveries concerning the regulation of cholesterol metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985,http://masterdataapi.nobelprize.org/2/laureate/433,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Joe_Goldstein.JPG/220px-Joe_Goldstein.JPG,faces/Q271424.jpg,45,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Physics,Heinrich Rohrer,male,1933-06-06,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Buchs,Switzerland,for their design of the scanning tunneling microscope,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,http://masterdataapi.nobelprize.org/2/laureate/129,https://upload.wikimedia.org/wikipedia/commons/3/32/Rohrer.jpg,faces/Q123029.jpg,53,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,47.0,8.43,48.55,5.72
1986,Physics,Gerd Binnig,male,1947-07-20,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Frankfurt-on-the-Main,Germany,for their design of the scanning tunneling microscope,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,http://masterdataapi.nobelprize.org/2/laureate/128,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Gerd_Binnig_sw.jpg/220px-Gerd_Binnig_sw.jpg,faces/Q76766.jpg,39,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,51.42,10.6,48.55,5.72
1986,Peace,Elie Wiesel,male,1928-09-30,,Sighet,Romania,"for being a messenger to mankind: his message is one of peace, atonement and dignity",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1986,http://masterdataapi.nobelprize.org/2/laureate/548,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Elie_Wiesel_2012_Shankbone.JPG/220px-Elie_Wiesel_2012_Shankbone.JPG,faces/Q18391.jpg,58,,,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Chemistry,Yuan T. Lee,male,1936-11-19,"University of California, Berkeley, CA, USA",Hsinchu,Taiwan,for their contributions concerning the dynamics of chemical elementary processes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,http://masterdataapi.nobelprize.org/2/laureate/265,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Yuan_Tseh_Lee_HD2008_Othmer_Gold_Medal_portrait.JPG/220px-Yuan_Tseh_Lee_HD2008_Othmer_Gold_Medal_portrait.JPG,faces/Q243190.jpg,50,USA,North America,Taiwan,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1986,Physics,Ernst Ruska,male,1906-12-25,"Fritz-Haber-Institut der Max-Planck-Gesellschaft, Berlin, Germany",Heidelberg,Germany,"for his fundamental work in electron optics, and for the design of the first electron microscope",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,http://masterdataapi.nobelprize.org/2/laureate/127,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,80,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1986,Medicine,Stanley Cohen,male,1922-11-17,"Vanderbilt University School of Medicine, Nashville, TN, USA","Brooklyn, NY",USA,for their discoveries of growth factors,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986,http://masterdataapi.nobelprize.org/2/laureate/434,https://upload.wikimedia.org/wikipedia/commons/5/51/Stanley_Cohen-Biochemist.jpg,faces/Q232299.jpg,64,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Chemistry,Dudley R. Herschbach,male,1932-06-18,"Harvard University, Cambridge, MA, USA","San José, CA",USA,for their contributions concerning the dynamics of chemical elementary processes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,http://masterdataapi.nobelprize.org/2/laureate/264,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Herschbach.JPG/220px-Herschbach.JPG,faces/Q243196.jpg,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Literature,Wole Soyinka,male,1934-07-13,,Abeokuta,Nigeria,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1986,http://masterdataapi.nobelprize.org/2/laureate/663,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Wole_Soyinka_in_2018.jpg/220px-Wole_Soyinka_in_2018.jpg,faces/Q41488.jpg,52,,,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Chemistry,John C. Polanyi,male,1929-01-23,"University of Toronto, Toronto, Canada",Berlin,Germany,for their contributions concerning the dynamics of chemical elementary processes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,http://masterdataapi.nobelprize.org/2/laureate/266,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/John_Polanyi_01.jpg/220px-John_Polanyi_01.jpg,faces/Q237825.jpg,57,Canada,North America,Europe,54.98,-100.53,38.51,-100.3,51.42,10.6,48.55,5.72
1986,Economic Sciences,James M. Buchanan Jr.,male,1919-10-03,"Center for Study of Public Choice, Fairfax, VA, USA","Murfreesboro, TN",USA,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1986,http://masterdataapi.nobelprize.org/2/laureate/700,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/James_Buchanan_by_Atlas_network.jpg/220px-James_Buchanan_by_Atlas_network.jpg,faces/Q205353.jpg,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Medicine,Rita Levi-Montalcini,female,1909-04-22,"Institute of Cell Biology of the C.N.R., Rome, Italy",Turin,Italy,for their discoveries of growth factors,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986,http://masterdataapi.nobelprize.org/2/laureate/435,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Rita_Levi_Montalcini.jpg/220px-Rita_Levi_Montalcini.jpg,faces/Q185007.jpg,77,Italy,Europe,Europe,42.41,12.74,48.55,5.72,42.41,12.74,48.55,5.72
1987,Chemistry,Charles J. Pedersen,male,1904-10-03,"Du Pont, Wilmington, DE, USA",Pusan,South Korea,for their development and use of molecules with structure-specific interactions of high selectivity,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,http://masterdataapi.nobelprize.org/2/laureate/269,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,83,USA,North America,South Korea,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1987,Physics,K. Alex Müller,male,1927-04-20,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Basel,Switzerland,for their important break-through in the discovery of superconductivity in ceramic materials,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1987,http://masterdataapi.nobelprize.org/2/laureate/131,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Karl_Alexander_Mueller.jpg/220px-Karl_Alexander_Mueller.jpg,faces/Q122298.jpg,60,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,47.0,8.43,48.55,5.72
1987,Peace,Oscar Arias Sánchez,male,1940-09-13,,Heredia,Costa Rica,for his work for lasting peace in Central America,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1987,http://masterdataapi.nobelprize.org/2/laureate/549,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/%C3%93scar_Arias_%28cropped%29.jpg/220px-%C3%93scar_Arias_%28cropped%29.jpg,faces/Q49344.jpg,47,,,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Chemistry,Jean-Marie Lehn,male,1939-09-30,"Université Louis Pasteur, Strasbourg, France",Rosheim,France,for their development and use of molecules with structure-specific interactions of high selectivity,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,http://masterdataapi.nobelprize.org/2/laureate/268,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Jean-Marie_Lehn_par_Claude_Truong-Ngoc_octobre_2018.jpg/220px-Jean-Marie_Lehn_par_Claude_Truong-Ngoc_octobre_2018.jpg,faces/Q107690.jpg,48,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
