awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,img_online_path,img_local_path,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1944,Literature,Johannes V. Jensen,male,1873-01-20,,Farsø,Denmark,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1944,http://masterdataapi.nobelprize.org/2/laureate/614,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Johannes_Vilhelm_Jensen_1944.jpg/220px-Johannes_Vilhelm_Jensen_1944.jpg,faces/Q159552.jpg,71,,,Europe,0.0,0.0,0.0,0.0,56.31,9.69,48.55,5.72
1944,Physics,Isidor Isaac Rabi,male,1898-07-29,"Columbia University, New York, NY, USA",Rymanow,Poland,for his resonance method for recording the magnetic properties of atomic nuclei,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1944,http://masterdataapi.nobelprize.org/2/laureate/49,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/II_Rabi.jpg/220px-II_Rabi.jpg,faces/Q165969.jpg,46,USA,North America,Poland,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1944,Medicine,Herbert S. Gasser,male,1888-07-05,"Rockefeller Institute for Medical Research, New York, NY, USA","Platteville, WI",USA,for their discoveries relating to the highly differentiated functions of single nerve fibres,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1944,http://masterdataapi.nobelprize.org/2/laureate/338,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Herbert_Spencer_Gasser_nobel.jpg/220px-Herbert_Spencer_Gasser_nobel.jpg,faces/Q273201.jpg,56,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1944,Medicine,Joseph Erlanger,male,1874-01-05,"Washington University, St. Louis, MO, USA","San Francisco, CA",USA,for their discoveries relating to the highly differentiated functions of single nerve fibres,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1944,http://masterdataapi.nobelprize.org/2/laureate/337,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Joseph_Erlanger_nobel.jpg/220px-Joseph_Erlanger_nobel.jpg,faces/Q243532.jpg,70,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1945,Medicine,Sir Alexander Fleming,male,1881-08-06,"London University, London, United Kingdom",Lochfield,Scotland,for the discovery of penicillin and its curative effect in various infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1945,http://masterdataapi.nobelprize.org/2/laureate/339,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Synthetic_Production_of_Penicillin_TR1468.jpg/220px-Synthetic_Production_of_Penicillin_TR1468.jpg,faces/Q37064.jpg,64,United Kingdom,Europe,Scotland,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1945,Peace,Cordell Hull,male,1871-10-02,,"Olympus, TN",USA,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1945,http://masterdataapi.nobelprize.org/2/laureate/505,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Hull-Cordell-LOC.jpg/220px-Hull-Cordell-LOC.jpg,faces/Q202979.jpg,74,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1945,Physics,Wolfgang Pauli,male,1900-04-25,"Princeton University, Princeton, NJ, USA",Vienna,Austria,"for the discovery of the Exclusion Principle, also called the Pauli Principle",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1945,http://masterdataapi.nobelprize.org/2/laureate/50,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/ETH-BIB-Pauli%2C_Wolfgang.tif/lossy-page1-220px-ETH-BIB-Pauli%2C_Wolfgang.tif.jpg,faces/Q65989.jpg,45,USA,North America,Europe,38.51,-100.3,38.51,-100.3,47.35,14.47,48.55,5.72
1945,Medicine,Sir Howard Florey,male,1898-09-24,"University of Oxford, Oxford, United Kingdom",Adelaide,Australia,for the discovery of penicillin and its curative effect in various infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1945,http://masterdataapi.nobelprize.org/2/laureate/341,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Howard_Walter_Florey_1945.jpg/220px-Howard_Walter_Florey_1945.jpg,faces/Q137106.jpg,47,United Kingdom,Europe,Australia,52.94,-1.23,48.55,5.72,-26.32,134.63,-26.32,134.63
1945,Literature,Gabriela Mistral,female,1889-04-07,,Vicuña,Chile,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1945,http://masterdataapi.nobelprize.org/2/laureate/615,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Gabriela_Mistral_1945.jpg/220px-Gabriela_Mistral_1945.jpg,faces/Q80871.jpg,56,,,Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,Chemistry,Artturi Virtanen,male,1895-01-15,"University of Helsinki, Helsinki, Finland",Helsinki,Finland,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1945,http://masterdataapi.nobelprize.org/2/laureate/203,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/A-I-Virtanen-portrait.jpg/220px-A-I-Virtanen-portrait.jpg,faces/Q157239.jpg,50,Finland,Europe,Europe,63.55,27.32,48.55,5.72,63.55,27.32,48.55,5.72
1945,Medicine,Ernst B. Chain,male,1906-06-19,"University of Oxford, Oxford, United Kingdom",Berlin,Germany,for the discovery of penicillin and its curative effect in various infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1945,http://masterdataapi.nobelprize.org/2/laureate/340,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Ernst_Boris_Chain_1945.jpg/220px-Ernst_Boris_Chain_1945.jpg,faces/Q58054.jpg,39,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,51.42,10.6,48.55,5.72
1946,Chemistry,Wendell M. Stanley,male,1904-08-16,"Rockefeller Institute for Medical Research, Princeton, NJ, USA","Ridgeville, IN",USA,for their preparation of enzymes and virus proteins in a pure form,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1946,http://masterdataapi.nobelprize.org/2/laureate/206,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Wendell_Meredith_Stanley.jpg/220px-Wendell_Meredith_Stanley.jpg,faces/Q105937.jpg,42,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1946,Chemistry,James B. Sumner,male,1887-11-19,"Cornell University, Ithaca, NY, USA","Canton, MA",USA,for his discovery that enzymes can be crystallized,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1946,http://masterdataapi.nobelprize.org/2/laureate/204,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/James_Batcheller_Sumner.jpg/220px-James_Batcheller_Sumner.jpg,faces/Q106756.jpg,59,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1946,Chemistry,John H. Northrop,male,1891-07-05,"Rockefeller Institute for Medical Research, Princeton, NJ, USA","Yonkers, NY",USA,for their preparation of enzymes and virus proteins in a pure form,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1946,http://masterdataapi.nobelprize.org/2/laureate/205,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/John_Howard_Northrop.jpg/220px-John_Howard_Northrop.jpg,faces/Q106399.jpg,55,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1946,Medicine,Hermann J. Muller,male,1890-12-21,"Indiana University, Bloomington, IN, USA","New York, NY",USA,for the discovery of the production of mutations by means of X-ray irradiation,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1946,http://masterdataapi.nobelprize.org/2/laureate/342,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/HJ_Muller_1952.jpg/220px-HJ_Muller_1952.jpg,faces/Q83598.jpg,56,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1946,Literature,Hermann Hesse,male,1877-07-02,,Calw,Germany,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1946,http://masterdataapi.nobelprize.org/2/laureate/617,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Hermann_Hesse_2.jpg/220px-Hermann_Hesse_2.jpg,faces/Q25973.jpg,69,,,Europe,0.0,0.0,0.0,0.0,51.42,10.6,48.55,5.72
1946,Peace,John R. Mott,male,1865-05-25,,"Livingston Manor, NY",USA,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1946,http://masterdataapi.nobelprize.org/2/laureate/507,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/John_Raleigh_Mott%2C_1910.jpg/220px-John_Raleigh_Mott%2C_1910.jpg,faces/Q159726.jpg,81,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1946,Peace,Emily Greene Balch,female,1867-01-08,,"Boston, MA",USA,for her lifelong work for the cause of peace,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1946,http://masterdataapi.nobelprize.org/2/laureate/506,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/EmilyGreeneBalch.jpg/220px-EmilyGreeneBalch.jpg,faces/Q215139.jpg,79,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1946,Physics,Percy W. Bridgman,male,1882-04-21,"Harvard University, Cambridge, MA, USA","Cambridge, MA",USA,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1946,http://masterdataapi.nobelprize.org/2/laureate/51,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Bridgman.jpg/220px-Bridgman.jpg,faces/Q172118.jpg,64,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1947,Literature,André Gide,male,1869-11-22,,Paris,France,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1947,http://masterdataapi.nobelprize.org/2/laureate/618,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Gide_1920_cropped.jpg/220px-Gide_1920_cropped.jpg,faces/Q47484.jpg,78,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
