month,year,temp
6,2005_max,26.0
6,2005_min,11.2
6,2005_max,24.6
6,2005_min,15.8
6,2005_max,24.0
6,2005_min,18.2
6,2005_max,26.0
6,2005_min,16.0
6,2005_max,21.2
6,2005_min,15.4
6,2005_max,26.8
6,2005_min,17.0
6,2005_max,32.4
6,2005_min,16.8
6,2005_max,32.0
6,2005_min,16.6
6,2005_max,36.6
6,2005_min,21.3
6,2005_max,32.4
6,2005_min,19.6
6,2005_max,31.2
6,2005_min,19.7
6,2005_max,33.3
6,2005_min,19.6
6,2005_max,34.8
6,2005_min,20.4
6,2005_max,35.6
6,2005_min,21.6
6,2005_max,33.0
6,2005_min,19.6
6,2005_max,33.2
6,2005_min,17.6
6,2005_max,37.3
6,2005_min,21.2
6,2005_max,35.2
6,2005_min,20.8
6,2005_max,35.8
6,2005_min,19.8
6,2005_max,30.8
6,2005_min,19.0
6,2005_max,32.4
7,2005_min,17.6
7,2005_max,27.0
7,2005_min,17.2
7,2005_max,30.8
7,2005_min,16.9
7,2005_max,31.2
7,2005_min,20.6
7,2005_max,30.2
7,2005_min,14.8
7,2005_max,23.6
7,2005_min,13.6
7,2005_max,27.2
7,2005_min,13.3
7,2005_max,21.4
7,2005_min,12.8
7,2005_max,27.0
7,2005_min,14.8
7,2005_max,22.4
7,2005_min,15.0
7,2005_max,23.8
7,2005_min,14.8
7,2005_max,29.2
7,2005_min,17.2
7,2005_max,30.0
7,2005_min,14.8
7,2005_max,31.2
7,2005_min,18.0
7,2005_max,33.0
7,2005_min,19.0
7,2005_max,32.4
7,2005_min,17.6
7,2005_max,30.8
7,2005_min,18.6
7,2005_max,33.6
7,2005_min,20.0
7,2005_max,31.4
7,2005_min,16.1
7,2005_max,30.9
7,2005_min,19.2
7,2005_max,31.2
7,2005_min,18.2
7,2005_max,33.4
7,2005_min,14.4
7,2005_max,30.4
7,2005_min,14.0
7,2005_max,28.0
7,2005_min,16.0
7,2005_max,28.4
7,2005_min,19.0
7,2005_max,29.7
7,2005_min,21.7
7,2005_max,31.8
7,2005_min,21.6
7,2005_max,33.6
7,2005_min,19.8
7,2005_max,34.9
7,2005_min,21.2
7,2005_max,34.8
7,2005_min,21.6
7,2005_max,35.6
7,2005_min,21.2
7,2005_max,30.8
8,2005_min,18.8
8,2005_max,33.2
8,2005_min,19.8
8,2005_max,28.4
8,2005_min,18.2
8,2005_max,28.0
8,2005_min,19.8
8,2005_max,28.8
8,2005_min,12.6
8,2005_max,31.6
8,2005_min,15.2
8,2005_max,29.7
8,2005_min,17.2
8,2005_max,24.8
8,2005_min,14.9
8,2005_max,28.0
8,2005_min,14.4
8,2005_max,27.3
8,2005_min,13.4
8,2005_max,28.6
8,2005_min,17.0
8,2005_max,27.2
8,2005_min,17.4
8,2005_max,29.2
8,2005_min,17.6
8,2005_max,29.2
8,2005_min,14.6
8,2005_max,24.8
8,2005_min,15.8
8,2005_max,26.0
8,2005_min,12.2
8,2005_max,27.8
8,2005_min,16.1
8,2005_max,32.0
8,2005_min,15.0
8,2005_max,30.4
8,2005_min,17.2
8,2005_max,29.8
8,2005_min,15.0
8,2005_max,20.5
8,2005_min,14.1
8,2005_max,18.0
8,2005_min,15.2
8,2005_max,17.6
8,2005_min,14.6
8,2005_max,24.0
8,2005_min,16.0
8,2005_max,29.2
8,2005_min,17.5
8,2005_max,26.0
8,2005_min,18.8
8,2005_max,27.6
8,2005_min,16.9
8,2005_max,27.0
8,2005_min,16.8
8,2005_max,26.0
8,2005_min,16.5
8,2005_max,30.0
8,2005_min,17.7
8,2005_max,31.2
8,2005_min,20.4
8,2005_max,29.6
9,2005_min,20.2
9,2005_max,31.0
9,2005_min,18.4
9,2005_max,32.5
9,2005_min,17.2
9,2005_max,30.0
9,2005_min,15.0
9,2005_max,28.6
9,2005_min,13.2
9,2005_max,26.1
9,2005_min,13.4
9,2005_max,27.6
9,2005_min,12.6
9,2005_max,28.1
9,2005_min,16.4
9,2005_max,28.4
9,2005_min,17.0
9,2005_max,21.4
9,2005_min,16.4
9,2005_max,25.2
9,2005_min,16.5
9,2005_max,23.8
9,2005_min,14.4
9,2005_max,24.4
9,2005_min,13.2
9,2005_max,26.6
9,2005_min,14.9
9,2005_max,27.8
9,2005_min,14.8
9,2005_max,28.1
9,2005_min,18.4
9,2005_max,24.4
9,2005_min,12.0
9,2005_max,21.2
9,2005_min,11.2
9,2005_max,17.8
9,2005_min,12.4
9,2005_max,18.4
9,2005_min,13.6
9,2005_max,22.4
9,2005_min,10.6
9,2005_max,22.8
9,2005_min,13.4
9,2005_max,22.8
9,2005_min,13.2
9,2005_max,24.0
9,2005_min,13.6
9,2005_max,25.4
9,2005_min,10.0
9,2005_max,24.0
9,2005_min,9.6
9,2005_max,24.0
9,2005_min,14.2
9,2005_max,20.4
9,2005_min,14.1
9,2005_max,23.6
9,2005_min,12.6
9,2005_max,19.6
9,2005_min,10.8
9,2005_max,20.2
10,2005_min,9.2
10,2005_max,19.2
10,2005_min,9.4
10,2005_max,14.2
10,2005_min,8.4
10,2005_max,12.1
10,2005_min,8.6
10,2005_max,13.4
10,2005_min,8.6
10,2005_max,15.6
10,2005_min,9.6
10,2005_max,15.2
10,2005_min,11.1
10,2005_max,16.1
10,2005_min,11.8
10,2005_max,18.4
10,2005_min,10.7
10,2005_max,19.6
10,2005_min,11.6
10,2005_max,18.8
10,2005_min,7.3
10,2005_max,18.0
10,2005_min,6.0
10,2005_max,17.2
10,2005_min,7.3
10,2005_max,16.8
10,2005_min,7.4
10,2005_max,16.9
10,2005_min,6.0
10,2005_max,14.2
10,2005_min,6.8
10,2005_max,13.7
10,2005_min,4.1
10,2005_max,15.2
10,2005_min,8.4
10,2005_max,14.8
10,2005_min,7.0
10,2005_max,14.6
10,2005_min,9.3
10,2005_max,12.8
10,2005_min,9.6
10,2005_max,15.7
10,2005_min,6.8
10,2005_max,17.6
10,2005_min,10.8
10,2005_max,15.7
10,2005_min,11.4
10,2005_max,18.6
10,2005_min,11.6
10,2005_max,18.0
10,2005_min,10.2
10,2005_max,17.7
10,2005_min,8.8
10,2005_max,16.2
10,2005_min,7.6
10,2005_max,13.4
10,2005_min,7.4
10,2005_max,13.2
10,2005_min,3.6
10,2005_max,13.2
10,2005_min,2.9
10,2005_max,14.8
11,2005_min,9.7
11,2005_max,12.8
11,2005_min,7.4
11,2005_max,14.2
11,2005_min,7.2
11,2005_max,13.2
11,2005_min,5.0
11,2005_max,14.4
11,2005_min,9.0
11,2005_max,13.3
11,2005_min,7.6
11,2005_max,12.7
11,2005_min,8.6
11,2005_max,14.6
11,2005_min,5.7
11,2005_max,13.8
11,2005_min,5.8
11,2005_max,11.2
11,2005_min,5.4
11,2005_max,12.1
11,2005_min,3.6
11,2005_max,11.6
11,2005_min,3.3
11,2005_max,9.2
11,2005_min,3.1
11,2005_max,10.0
11,2005_min,1.4
11,2005_max,8.4
11,2005_min,1.6
11,2005_max,9.4
11,2005_min,2.4
11,2005_max,11.3
11,2005_min,5.2
11,2005_max,12.5
11,2005_min,0.4
11,2005_max,8.4
11,2005_min,-0.2
11,2005_max,8.6
11,2005_min,-3.8
11,2005_max,3.6
11,2005_min,-4.2
11,2005_max,6.4
11,2005_min,-2.2
11,2005_max,8.4
11,2005_min,-1.2
11,2005_max,7.6
11,2005_min,-2.2
11,2005_max,5.2
11,2005_min,-2.3
11,2005_max,0.8
11,2005_min,-1.4
11,2005_max,0.9
11,2005_min,-2.2
11,2005_max,2.6
11,2005_min,-2.8
11,2005_max,2.8
11,2005_min,-3.6
11,2005_max,0.4
11,2005_min,-4.8
11,2005_max,3.6
12,2005_min,-5.2
12,2005_max,2.1
12,2005_min,-4.6
12,2005_max,1.7
12,2005_min,-1.6
12,2005_max,3.6
12,2005_min,-2.0
12,2005_max,2.5
12,2005_min,-0.4
12,2005_max,4.2
12,2005_min,0.4
12,2005_max,4.5
12,2005_min,-3.8
12,2005_max,3.9
12,2005_min,-6.0
12,2005_max,1.8
12,2005_min,-1.0
12,2005_max,5.2
12,2005_min,-6.0
12,2005_max,4.4
12,2005_min,-9.6
12,2005_max,3.2
12,2005_min,-2.8
12,2005_max,4.1
12,2005_min,1.3
12,2005_max,6.3
12,2005_min,-0.4
12,2005_max,8.4
12,2005_min,-2.2
12,2005_max,5.2
12,2005_min,-4.0
12,2005_max,4.8
12,2005_min,1.6
12,2005_max,8.8
12,2005_min,-3.8
12,2005_max,4.6
12,2005_min,-4.1
12,2005_max,0.4
12,2005_min,-4.0
12,2005_max,2.0
12,2005_min,-5.6
12,2005_max,1.2
12,2005_min,-5.1
12,2005_max,1.4
12,2005_min,-7.9
12,2005_max,-1.0
12,2005_min,-7.1
12,2005_max,1.4
12,2005_min,-5.6
12,2005_max,1.8
12,2005_min,-5.0
12,2005_max,1.6
12,2005_min,-1.6
12,2005_max,2.4
12,2005_min,-2.4
12,2005_max,2.6
12,2005_min,-2.4
12,2005_max,2.2
12,2005_min,-8.8
12,2005_max,-1.1
12,2005_min,-6.8
12,2005_max,-1.0
1,2009_min,-5.5
1,2009_max,1.9
1,2009_min,-7.7
1,2009_max,1.4
1,2009_min,-8.9
1,2009_max,-0.6
1,2009_min,-6.6
1,2009_max,-0.3
1,2009_min,-7.1
1,2009_max,0.0
1,2009_min,-2.8
1,2009_max,1.3
1,2009_min,-0.6
1,2009_max,3.3
1,2009_min,-2.1
1,2009_max,4.1
1,2009_min,-3.4
1,2009_max,2.9
1,2009_min,-3.2
1,2009_max,4.4
1,2009_min,-1.5
1,2009_max,5.6
1,2009_min,-2.6
1,2009_max,4.9
1,2009_min,-4.1
1,2009_max,4.3
1,2009_min,0.2
1,2009_max,10.0
1,2009_min,2.1
1,2009_max,8.3
1,2009_min,-1.3
1,2009_max,6.0
1,2009_min,-3.3
1,2009_max,3.1
1,2009_min,-1.2
1,2009_max,2.8
1,2009_min,-1.4
1,2009_max,3.7
1,2009_min,0.4
1,2009_max,1.9
1,2009_min,1.5
1,2009_max,5.1
1,2009_min,1.2
1,2009_max,6.4
1,2009_min,-0.7
1,2009_max,2.8
1,2009_min,-2.6
1,2009_max,5.0
1,2009_min,-0.4
1,2009_max,8.4
1,2009_min,0.0
1,2009_max,6.1
1,2009_min,3.7
1,2009_max,9.2
1,2009_min,6.1
1,2009_max,10.2
1,2009_min,2.6
1,2009_max,9.0
1,2009_min,-0.7
1,2009_max,7.8
1,2009_min,-2.5
1,2009_max,3.9
2,2009_min,0.4
2,2009_max,3.0
2,2009_min,0.7
2,2009_max,1.7
2,2009_min,1.3
2,2009_max,6.0
2,2009_min,2.4
2,2009_max,9.0
2,2009_min,3.7
2,2009_max,7.2
2,2009_min,2.5
2,2009_max,5.4
2,2009_min,2.5
2,2009_max,6.1
2,2009_min,3.9
2,2009_max,10.9
2,2009_min,1.4
2,2009_max,8.3
2,2009_min,0.6
2,2009_max,5.2
2,2009_min,3.4
2,2009_max,8.8
2,2009_min,-0.3
2,2009_max,7.8
2,2009_min,0.6
2,2009_max,5.9
2,2009_min,-1.4
2,2009_max,6.8
2,2009_min,1.1
2,2009_max,7.0
2,2009_min,-1.4
2,2009_max,6.4
2,2009_min,-3.9
2,2009_max,9.4
2,2009_min,-1.4
2,2009_max,7.9
2,2009_min,-4.8
2,2009_max,7.5
2,2009_min,-0.7
2,2009_max,8.8
2,2009_min,-1.4
2,2009_max,9.5
2,2009_min,-2.0
2,2009_max,11.3
2,2009_min,-1.4
2,2009_max,4.4
2,2009_min,-3.0
2,2009_max,11.7
2,2009_min,-1.9
2,2009_max,10.7
2,2009_min,-0.6
2,2009_max,11.5
2,2009_min,-0.1
2,2009_max,16.7
2,2009_min,0.7
2,2009_max,15.5
3,2009_min,5.1
3,2009_max,11.4
3,2009_min,5.6
3,2009_max,13.5
3,2009_min,5.8
3,2009_max,9.7
3,2009_min,3.9
3,2009_max,8.3
3,2009_min,2.4
3,2009_max,5.9
3,2009_min,4.9
3,2009_max,11.1
3,2009_min,9.2
3,2009_max,14.1
3,2009_min,3.0
3,2009_max,14.2
3,2009_min,-0.2
3,2009_max,12.6
3,2009_min,-0.6
3,2009_max,12.1
3,2009_min,-0.6
3,2009_max,13.1
3,2009_min,-0.2
3,2009_max,14.0
3,2009_min,0.8
3,2009_max,19.1
3,2009_min,1.9
3,2009_max,13.5
3,2009_min,2.5
3,2009_max,16.4
3,2009_min,4.5
3,2009_max,18.3
3,2009_min,2.1
3,2009_max,16.8
3,2009_min,2.8
3,2009_max,18.5
3,2009_min,2.6
3,2009_max,15.6
3,2009_min,5.2
3,2009_max,9.8
3,2009_min,2.0
3,2009_max,11.7
3,2009_min,2.9
3,2009_max,16.9
3,2009_min,2.0
3,2009_max,19.2
3,2009_min,5.4
3,2009_max,12.4
3,2009_min,-0.2
3,2009_max,13.6
3,2009_min,5.8
3,2009_max,15.2
3,2009_min,2.7
3,2009_max,17.1
3,2009_min,8.8
3,2009_max,12.2
3,2009_min,7.4
3,2009_max,8.8
3,2009_min,6.9
3,2009_max,15.5
3,2009_min,10.4
3,2009_max,18.5
4,2009_min,10.1
4,2009_max,19.4
4,2009_min,11.2
4,2009_max,14.7
4,2009_min,8.4
4,2009_max,19.4
4,2009_min,9.6
4,2009_max,20.6
4,2009_min,10.7
4,2009_max,18.6
4,2009_min,7.1
4,2009_max,21.9
4,2009_min,6.8
4,2009_max,22.9
4,2009_min,7.3
4,2009_max,22.6
4,2009_min,8.4
4,2009_max,22.4
4,2009_min,9.5
4,2009_max,22.1
4,2009_min,6.6
4,2009_max,23.1
4,2009_min,7.9
4,2009_max,20.8
4,2009_min,8.3
4,2009_max,24.0
4,2009_min,9.5
4,2009_max,23.6
4,2009_min,7.8
4,2009_max,23.1
4,2009_min,9.6
4,2009_max,15.3
4,2009_min,8.7
4,2009_max,17.3
4,2009_min,8.5
4,2009_max,17.9
4,2009_min,9.2
4,2009_max,14.7
4,2009_min,10.3
4,2009_max,15.5
4,2009_min,10.5
4,2009_max,16.8
4,2009_min,8.6
4,2009_max,25.2
4,2009_min,10.7
4,2009_max,20.4
4,2009_min,8.1
4,2009_max,18.5
4,2009_min,6.0
4,2009_max,21.6
4,2009_min,9.1
4,2009_max,14.2
4,2009_min,9.6
4,2009_max,12.3
4,2009_min,9.7
4,2009_max,13.4
4,2009_min,9.5
4,2009_max,15.3
4,2009_min,9.4
4,2009_max,19.2
5,2009_min,11.1
5,2009_max,23.6
5,2009_min,14.8
5,2009_max,23.9
5,2009_min,12.2
5,2009_max,24.1
5,2009_min,11.6
5,2009_max,19.4
5,2009_min,11.1
5,2009_max,21.9
5,2009_min,9.6
5,2009_max,23.8
5,2009_min,11.0
5,2009_max,26.5
5,2009_min,11.9
5,2009_max,25.2
5,2009_min,12.2
5,2009_max,25.5
5,2009_min,13.9
5,2009_max,25.4
5,2009_min,13.5
5,2009_max,26.4
5,2009_min,13.1
5,2009_max,26.4
5,2009_min,14.1
5,2009_max,23.2
5,2009_min,15.4
5,2009_max,24.3
5,2009_min,15.2
5,2009_max,19.0
5,2009_min,13.8
5,2009_max,25.5
5,2009_min,14.2
5,2009_max,27.7
5,2009_min,14.9
5,2009_max,28.9
5,2009_min,15.6
5,2009_max,28.7
5,2009_min,15.2
5,2009_max,29.8
5,2009_min,17.6
5,2009_max,29.0
5,2009_min,16.0
5,2009_max,29.0
5,2009_min,14.6
5,2009_max,30.2
5,2009_min,17.9
5,2009_max,31.7
5,2009_min,18.8
5,2009_max,33.6
5,2009_min,16.0
5,2009_max,33.0
5,2009_min,20.6
5,2009_max,27.4
5,2009_min,16.5
5,2009_max,28.6
5,2009_min,11.1
5,2009_max,26.8
5,2009_min,9.5
5,2009_max,24.9
5,2009_min,10.5
5,2009_max,18.1
6,2009_min,10.0
6,2009_max,24.0
6,2009_min,10.4
6,2009_max,27.4
6,2009_min,14.5
6,2009_max,29.4
6,2009_min,13.8
6,2009_max,26.3
6,2009_min,17.0
6,2009_max,25.3
6,2009_min,15.4
6,2009_max,21.3
6,2009_min,15.1
6,2009_max,24.6
6,2009_min,14.6
6,2009_max,24.9
6,2009_min,14.5
6,2009_max,22.8
6,2009_min,14.4
6,2009_max,25.3
6,2009_min,14.0
6,2009_max,26.2
6,2009_min,16.7
6,2009_max,27.8
6,2009_min,14.0
6,2009_max,29.2
6,2009_min,14.8
6,2009_max,30.5
6,2009_min,21.5
6,2009_max,29.6
6,2009_min,21.7
6,2009_max,31.4
6,2009_min,18.2
6,2009_max,28.3
6,2009_min,14.6
6,2009_max,31.6
6,2009_min,17.5
6,2009_max,31.5
6,2009_min,14.9
6,2009_max,27.0
6,2009_min,14.8
6,2009_max,25.4
6,2009_min,12.4
6,2009_max,24.1
6,2009_min,14.9
6,2009_max,22.9
6,2009_min,16.7
6,2009_max,30.2
6,2009_min,14.6
6,2009_max,29.3
6,2009_min,16.9
6,2009_max,28.1
6,2009_min,16.3
6,2009_max,27.5
6,2009_min,16.5
6,2009_max,31.4
6,2009_min,18.2
6,2009_max,31.3
6,2009_min,17.0
6,2009_max,31.7
7,2009_min,17.5
7,2009_max,31.9
7,2009_min,18.1
7,2009_max,30.6
7,2009_min,18.9
7,2009_max,31.4
7,2009_min,17.5
7,2009_max,33.9
7,2009_min,17.0
7,2009_max,30.4
7,2009_min,17.5
7,2009_max,28.4
7,2009_min,15.8
7,2009_max,25.0
7,2009_min,15.1
7,2009_max,26.9
7,2009_min,14.0
7,2009_max,25.4
7,2009_min,14.4
7,2009_max,24.5
7,2009_min,13.2
7,2009_max,24.6
7,2009_min,14.6
7,2009_max,25.2
7,2009_min,16.3
7,2009_max,28.7
7,2009_min,20.3
7,2009_max,30.1
7,2009_min,20.0
7,2009_max,30.0
7,2009_min,19.3
7,2009_max,32.4
7,2009_min,19.8
7,2009_max,27.6
7,2009_min,13.1
7,2009_max,20.3
7,2009_min,13.9
7,2009_max,26.5
7,2009_min,14.5
7,2009_max,27.5
7,2009_min,16.7
7,2009_max,28.9
7,2009_min,19.6
7,2009_max,29.7
7,2009_min,17.9
7,2009_max,32.0
7,2009_min,18.0
7,2009_max,30.9
7,2009_min,17.9
7,2009_max,29.4
7,2009_min,18.5
7,2009_max,27.7
7,2009_min,18.4
7,2009_max,29.0
7,2009_min,18.8
7,2009_max,31.0
7,2009_min,19.4
7,2009_max,31.4
7,2009_min,19.5
7,2009_max,32.2
7,2009_min,18.8
7,2009_max,24.5
8,2009_min,17.4
8,2009_max,31.0
8,2009_min,17.8
8,2009_max,32.7
8,2009_min,17.1
8,2009_max,24.9
8,2009_min,16.5
8,2009_max,28.6
8,2009_min,18.1
8,2009_max,30.0
8,2009_min,16.3
8,2009_max,30.7
8,2009_min,20.2
8,2009_max,31.3
8,2009_min,19.3
8,2009_max,27.8
8,2009_min,18.7
8,2009_max,28.0
8,2009_min,18.4
8,2009_max,26.2
8,2009_min,18.5
8,2009_max,30.0
8,2009_min,17.2
8,2009_max,29.7
8,2009_min,18.4
8,2009_max,30.1
8,2009_min,18.9
8,2009_max,29.3
8,2009_min,18.3
8,2009_max,30.2
8,2009_min,19.7
8,2009_max,30.5
8,2009_min,19.8
8,2009_max,31.4
8,2009_min,19.1
8,2009_max,32.9
8,2009_min,17.9
8,2009_max,33.3
8,2009_min,19.4
8,2009_max,33.5
8,2009_min,20.3
8,2009_max,33.3
8,2009_min,19.4
8,2009_max,26.4
8,2009_min,19.4
8,2009_max,29.9
8,2009_min,19.8
8,2009_max,29.5
8,2009_min,16.9
8,2009_max,30.3
8,2009_min,18.2
8,2009_max,30.4
8,2009_min,19.4
8,2009_max,32.1
8,2009_min,19.2
8,2009_max,32.1
8,2009_min,18.7
8,2009_max,25.7
8,2009_min,16.4
8,2009_max,27.1
8,2009_min,13.4
8,2009_max,28.8
9,2009_min,15.2
9,2009_max,30.0
9,2009_min,17.2
9,2009_max,30.1
9,2009_min,18.8
9,2009_max,26.1
9,2009_min,19.0
9,2009_max,22.8
9,2009_min,14.9
9,2009_max,25.0
9,2009_min,14.1
9,2009_max,25.3
9,2009_min,10.0
9,2009_max,25.0
9,2009_min,11.7
9,2009_max,25.8
9,2009_min,13.2
9,2009_max,24.3
9,2009_min,14.3
9,2009_max,25.2
9,2009_min,14.8
9,2009_max,27.0
9,2009_min,14.7
9,2009_max,24.5
9,2009_min,13.4
9,2009_max,26.2
9,2009_min,12.1
9,2009_max,15.2
9,2009_min,10.7
9,2009_max,16.4
9,2009_min,13.9
9,2009_max,16.5
9,2009_min,15.4
9,2009_max,24.9
9,2009_min,16.3
9,2009_max,25.6
9,2009_min,14.2
9,2009_max,24.8
9,2009_min,12.9
9,2009_max,23.6
9,2009_min,15.7
9,2009_max,25.5
9,2009_min,14.3
9,2009_max,25.9
9,2009_min,13.6
9,2009_max,26.1
9,2009_min,14.4
9,2009_max,25.8
9,2009_min,16.2
9,2009_max,23.9
9,2009_min,15.7
9,2009_max,21.9
9,2009_min,13.8
9,2009_max,23.9
9,2009_min,10.9
9,2009_max,24.2
9,2009_min,12.7
9,2009_max,24.3
9,2009_min,10.3
9,2009_max,23.9
10,2009_min,17.1
10,2009_max,24.2
10,2009_min,15.9
10,2009_max,23.4
10,2009_min,10.7
10,2009_max,21.4
10,2009_min,11.4
10,2009_max,22.3
10,2009_min,14.3
10,2009_max,21.0
10,2009_min,12.0
10,2009_max,23.0
10,2009_min,13.9
10,2009_max,24.1
10,2009_min,16.0
10,2009_max,24.7
10,2009_min,16.3
10,2009_max,21.7
10,2009_min,14.8
10,2009_max,21.6
10,2009_min,11.3
10,2009_max,20.9
10,2009_min,12.0
10,2009_max,18.0
10,2009_min,11.7
10,2009_max,16.3
10,2009_min,6.2
10,2009_max,12.7
10,2009_min,4.7
10,2009_max,12.6
10,2009_min,1.7
10,2009_max,13.9
10,2009_min,1.9
10,2009_max,12.6
10,2009_min,0.6
10,2009_max,14.1
10,2009_min,1.1
10,2009_max,13.4
10,2009_min,6.1
10,2009_max,12.0
10,2009_min,4.9
10,2009_max,12.2
10,2009_min,7.8
10,2009_max,11.0
10,2009_min,7.9
10,2009_max,16.3
10,2009_min,7.6
10,2009_max,19.8
10,2009_min,6.6
10,2009_max,16.3
10,2009_min,5.6
10,2009_max,16.0
10,2009_min,4.3
10,2009_max,15.0
10,2009_min,4.8
10,2009_max,14.1
10,2009_min,5.6
10,2009_max,16.4
10,2009_min,2.7
10,2009_max,16.5
10,2009_min,5.9
10,2009_max,14.2
11,2009_min,3.8
11,2009_max,13.5
11,2009_min,4.3
11,2009_max,7.3
11,2009_min,3.9
11,2009_max,14.0
11,2009_min,1.3
11,2009_max,7.1
11,2009_min,1.8
11,2009_max,9.7
11,2009_min,5.2
11,2009_max,10.1
11,2009_min,0.0
11,2009_max,8.9
11,2009_min,6.0
11,2009_max,9.6
11,2009_min,6.4
11,2009_max,10.7
11,2009_min,7.0
11,2009_max,13.8
11,2009_min,1.1
11,2009_max,13.2
11,2009_min,0.7
11,2009_max,9.8
11,2009_min,0.4
11,2009_max,9.2
11,2009_min,4.0
11,2009_max,9.5
11,2009_min,4.7
11,2009_max,11.8
11,2009_min,8.9
11,2009_max,12.2
11,2009_min,5.6
11,2009_max,13.2
11,2009_min,5.6
11,2009_max,14.0
11,2009_min,3.6
11,2009_max,12.2
11,2009_min,2.6
11,2009_max,12.1
11,2009_min,1.7
11,2009_max,10.9
11,2009_min,-1.4
11,2009_max,7.7
11,2009_min,6.2
11,2009_max,11.5
11,2009_min,4.3
11,2009_max,12.5
11,2009_min,1.4
11,2009_max,10.9
11,2009_min,7.3
11,2009_max,9.0
11,2009_min,7.7
11,2009_max,10.4
11,2009_min,6.7
11,2009_max,11.1
11,2009_min,6.4
11,2009_max,8.7
11,2009_min,5.5
11,2009_max,7.4
12,2009_min,5.2
12,2009_max,8.3
12,2009_min,1.8
12,2009_max,8.3
12,2009_min,0.9
12,2009_max,6.4
12,2009_min,0.9
12,2009_max,8.0
12,2009_min,1.6
12,2009_max,8.8
12,2009_min,1.7
12,2009_max,6.4
12,2009_min,2.0
12,2009_max,6.8
12,2009_min,4.9
12,2009_max,9.4
12,2009_min,5.7
12,2009_max,12.2
12,2009_min,2.8
12,2009_max,8.1
12,2009_min,-0.8
12,2009_max,8.9
12,2009_min,1.0
12,2009_max,9.7
12,2009_min,0.4
12,2009_max,5.6
12,2009_min,-0.9
12,2009_max,4.7
12,2009_min,-3.9
12,2009_max,2.4
12,2009_min,-6.0
12,2009_max,1.8
12,2009_min,-5.6
12,2009_max,1.2
12,2009_min,-5.8
12,2009_max,-1.2
12,2009_min,-3.5
12,2009_max,2.1
12,2009_min,-8.6
12,2009_max,-2.0
12,2009_min,-9.5
12,2009_max,-1.9
12,2009_min,-4.3
12,2009_max,0.5
12,2009_min,0.1
12,2009_max,3.3
12,2009_min,1.4
12,2009_max,4.0
12,2009_min,2.8
12,2009_max,9.0
12,2009_min,1.9
12,2009_max,6.2
12,2009_min,-2.3
12,2009_max,3.8
12,2009_min,-3.5
12,2009_max,2.9
12,2009_min,-3.8
12,2009_max,3.6
12,2009_min,0.2
12,2009_max,4.2
12,2009_min,1.9
12,2009_max,3.9
1,2013_min,-2.6
1,2013_max,4.3
1,2013_min,0.4
1,2013_max,4.9
1,2013_min,0.2
1,2013_max,6.2
1,2013_min,-0.6
1,2013_max,6.4
1,2013_min,-1.1
1,2013_max,17.7
1,2013_min,2.1
1,2013_max,16.3
1,2013_min,1.3
1,2013_max,15.3
1,2013_min,-0.5
1,2013_max,6.3
1,2013_min,0.9
1,2013_max,7.4
1,2013_min,0.6
1,2013_max,6.5
1,2013_min,-1.0
1,2013_max,6.1
1,2013_min,-2.7
1,2013_max,6.2
1,2013_min,0.4
1,2013_max,4.3
1,2013_min,2.1
1,2013_max,5.5
1,2013_min,1.3
1,2013_max,4.9
1,2013_min,1.2
1,2013_max,4.2
1,2013_min,3.1
1,2013_max,6.0
1,2013_min,-2.0
1,2013_max,5.4
1,2013_min,-2.0
1,2013_max,2.9
1,2013_min,0.1
1,2013_max,1.7
1,2013_min,0.7
1,2013_max,3.6
1,2013_min,-0.1
1,2013_max,7.1
1,2013_min,0.0
1,2013_max,5.4
1,2013_min,1.3
1,2013_max,5.6
1,2013_min,2.4
1,2013_max,7.5
1,2013_min,-2.1
1,2013_max,3.9
1,2013_min,-3.3
1,2013_max,3.5
1,2013_min,-0.8
1,2013_max,4.1
1,2013_min,-2.9
1,2013_max,6.7
1,2013_min,-0.7
1,2013_max,6.2
1,2013_min,-1.2
1,2013_max,8.7
2,2013_min,-1.4
2,2013_max,7.3
2,2013_min,2.2
2,2013_max,10.0
2,2013_min,1.7
2,2013_max,9.1
2,2013_min,0.0
2,2013_max,8.0
2,2013_min,-2.2
2,2013_max,6.3
2,2013_min,0.8
2,2013_max,7.4
2,2013_min,-0.3
2,2013_max,8.9
2,2013_min,-0.8
2,2013_max,7.0
2,2013_min,-0.8
2,2013_max,5.7
2,2013_min,-3.4
2,2013_max,2.2
2,2013_min,-3.0
2,2013_max,-0.3
2,2013_min,-1.8
2,2013_max,2.1
2,2013_min,0.5
2,2013_max,8.5
2,2013_min,-1.5
2,2013_max,6.1
2,2013_min,-2.1
2,2013_max,7.6
2,2013_min,-1.9
2,2013_max,8.0
2,2013_min,-0.6
2,2013_max,8.3
2,2013_min,0.4
2,2013_max,8.5
2,2013_min,-1.2
2,2013_max,7.6
2,2013_min,-1.7
2,2013_max,8.1
2,2013_min,0.4
2,2013_max,5.4
2,2013_min,-1.4
2,2013_max,3.8
2,2013_min,-2.9
2,2013_max,5.1
2,2013_min,-0.1
2,2013_max,3.1
2,2013_min,-0.6
2,2013_max,6.1
2,2013_min,0.7
2,2013_max,8.2
2,2013_min,2.6
2,2013_max,9.6
2,2013_min,3.4
2,2013_max,12.6
3,2013_min,1.9
3,2013_max,13.6
